iteration,train_error,train_accuracy,valid_error,valid_accuracy
28200,0.023792624502675608,0.7637499738484621,0.051975305017549545,0.5862499885261059
28500,0.022550841604243033,0.7987499758601189,0.051443335512885824,0.5887499842792749
28800,0.01825585371989291,0.8437499757856131,0.048302202951163054,0.6249999860301614
29100,0.021792410407215357,0.7962499773129821,0.05195419432129711,0.577499981969595
29400,0.020657213040976785,0.7999999821186066,0.0528222294524312,0.5874999817460775
29700,0.020006399630801752,0.8137499708682299,0.051996180322021246,0.5874999887309968
30000,0.022100091257016174,0.8012499790638685,0.05444525106577203,0.5724999848753214
30300,0.028705343653200543,0.7337499782443047,0.03982677136082202,0.6274999864399433
30600,0.023221992902108468,0.7874999810010195,0.04259885009378195,0.6087499847635627
30900,0.02631079376442358,0.7387499762699008,0.04154325893614441,0.5899999802932143
31200,0.022436380633735098,0.7812499720603228,0.04154117516009137,0.6174999875947833
31500,0.02439749985933304,0.7737499754875898,0.043279234669171274,0.5787499826401472
31800,0.025473058049101382,0.7574999770149589,0.04306767281377688,0.5649999817833304
32100,0.02424205539864488,0.7749999780207872,0.042562104848911986,0.5762499878183007
32400,0.027802441065432504,0.7349999789148569,0.04495421116007492,0.5799999851733446
32700,0.023594906204380095,0.7799999825656414,0.039968676428543404,0.6387499840930104
33000,0.022833826908026822,0.7887499779462814,0.04117133078398183,0.6099999863654375
33300,0.02314973302418366,0.7762499768286943,0.04086928506148979,0.6087499866262078
33600,0.02645177097292617,0.7449999814853072,0.04288558306870982,0.5799999861046672
33900,0.024424528994131833,0.7699999772012234,0.0388421033276245,0.6149999825283885
34200,0.02204855294257868,0.7862499821931124,0.044337698782328516,0.5712499860674143
34500,0.02169852310908027,0.7962499745190144,0.038233252009376884,0.6312499865889549
34800,0.024556146323448047,0.7762499786913395,0.03889192111091688,0.6187499854713678
35100,0.026544930049567483,0.7512499857693911,0.037978193955495954,0.6262499867007136
35400,0.025307575706392527,0.753749979659915,0.041223654814530164,0.6012499872595072
35700,0.02392072086513508,0.7587499776855111,0.04075484292116016,0.6049999836832285
36000,0.025490931991953403,0.7474999772384763,0.043234344106167555,0.5924999844282866
36300,0.022715133425663225,0.7812499776482582,0.04130101256305352,0.6062499894760549
36600,0.024281677062390372,0.761249978095293,0.0385511182830669,0.6324999872595072
36900,0.026399630893138237,0.7374999821186066,0.04621585755376145,0.554999983869493
37200,0.025802144256886095,0.7662499770522118,0.03901105682598427,0.6087499866262078
37500,0.025349468196509406,0.7587499786168337,0.03961651923600584,0.6112499795854092
37800,0.02494213727186434,0.7549999784678221,0.040236544446088374,0.6049999827519059
38100,0.02224979294987861,0.7912499792873859,0.04182947729714215,0.6112499814480543
38400,0.025935797100828495,0.738749984651804,0.042023688554763794,0.5899999886751175
38700,0.024690753838513047,0.7749999789521098,0.04258965892950073,0.5787499891594052
39000,0.024529916860046797,0.7549999747425318,0.03877932718023658,0.6387499831616879
39300,0.02192016557091847,0.7899999767541885,0.041601421835366637,0.5999999856576324
39600,0.021891226497245952,0.7899999786168337,0.04289192211581394,0.5924999853596091
39900,0.02408423625456635,0.7662499770522118,0.04285112343495712,0.5787499882280827
40200,0.027203946345252916,0.7387499772012234,0.03944131697062403,0.6087499866262078
40500,0.02260060173284728,0.784999979659915,0.041138596076052636,0.6199999842792749
40800,0.02425337745808065,0.7737499801442027,0.04079580318648368,0.6037499802187085
41100,0.02798006744706072,0.7087499815970659,0.04273675131844357,0.5899999849498272
41400,0.02116207314247731,0.804999977350235,0.044282667455263436,0.5474999863654375
41700,0.022334340261295438,0.7999999737367034,0.041076332388911396,0.6087499856948853
42000,0.024533808711566962,0.7562499810010195,0.03872059501009062,0.627499982714653
42300,0.024614960013423115,0.7812499795109034,0.04279769514687359,0.5749999824911356
42600,0.02042686429922469,0.8174999784678221,0.03979681263444945,0.621249983087182
42900,0.02373692645051051,0.7799999788403511,0.039993536949623376,0.6174999875947833
43200,0.024693785002455115,0.7662499826401472,0.041489228897262365,0.6224999804981053
43500,0.02413425678969361,0.7662499807775021,0.04315322602633387,0.5774999856948853
43800,0.024738655003602616,0.7637499757111073,0.04144563362933695,0.5962499855086207
44100,0.025648662907769904,0.7424999717622995,0.04402342182584107,0.5749999890103936
44400,0.023793766733433586,0.7512499801814556,0.04483695683302358,0.5749999824911356
44700,0.02150313307356555,0.788749972358346,0.039901603537146,0.6124999849125743
45000,0.023045950118103065,0.777499983087182,0.04174826416419819,0.5899999849498272
45300,0.025599225977202877,0.7349999789148569,0.03972921660169959,0.6274999845772982
45600,0.022078955968027003,0.7899999767541885,0.041768110531847924,0.5987499868497252
45900,0.02359161272761412,0.7862499766051769,0.04143164079869166,0.6037499867379665
46200,0.020899862589430995,0.8012499734759331,0.04089728835970163,0.5999999865889549
46500,0.02208049173350446,0.8037499766796827,0.042508786427788436,0.5949999853037298
46800,0.023702988313743845,0.7824999764561653,0.03904261236311868,0.6062499862164259
47100,0.022375412423571106,0.7912499839439988,0.04077427997253835,0.6037499886006117
47400,0.021262489346554503,0.8099999725818634,0.040842462272848934,0.606249988079071
47700,0.02721726387972012,0.7374999774619937,0.043214923120103776,0.5987499887123704
48000,0.024063068674877286,0.7624999787658453,0.042509537015575916,0.5774999838322401
48300,0.02199316983751487,0.7762499786913395,0.04314499528845772,0.5937499850988388
48600,0.023763866920489818,0.7737499736249447,0.03866551275132224,0.6137499893084168
48900,0.02301941701443866,0.7812499785795808,0.04344328923616558,0.5774999908171594
49200,0.024012955313082784,0.7674999795854092,0.041292709356639534,0.5962499845772982
49500,0.01917600842716638,0.8199999760836363,0.04474219842813909,0.5949999848380685
49800,0.026335449001635425,0.753749979659915,0.044549670710694045,0.5799999888986349
50100,0.024706047697691247,0.7812499776482582,0.04462747648358345,0.5737499855458736
50400,0.026219113511615433,0.7487499816343188,0.043158644111827016,0.5899999849498272
50700,0.021231198305031285,0.8074999786913395,0.041922829346731305,0.6187499845400453
51000,0.022018762363586575,0.7887499779462814,0.039077463443391025,0.633749988861382
51300,0.02545404914417304,0.7562499800696969,0.043101513758301735,0.5862499875947833
51600,0.022777245540055446,0.7862499766051769,0.044141421385575086,0.5937499841675162
51900,0.02373525117582176,0.7762499777600169,0.044890879129525274,0.5524999843910336
52200,0.022114152889116667,0.7799999807029963,0.04270318819908425,0.5862499885261059
52500,0.020067155739525333,0.8162499787285924,0.03899034729693085,0.6312499800696969
52800,0.024261919694254175,0.7662499826401472,0.041990689642261714,0.5774999894201756
53100,0.024741816538153216,0.7662499789148569,0.04422124469419941,0.5799999879673123
53400,0.022755977261113003,0.7887499760836363,0.04275934549514204,0.5837499834597111
53700,0.025256391265429556,0.7562499828636646,0.04609138035448268,0.5562499877996743
54000,0.02273421283462085,0.7824999801814556,0.043385336466599256,0.5674999849870801
54300,0.023370962153421715,0.7862499821931124,0.043894815957173705,0.5874999854713678
54600,0.022163309098687023,0.789999982342124,0.04182505497010425,0.6062499852851033
54900,0.02491758851101622,0.7574999816715717,0.04317978152539581,0.5699999881908298
55200,0.023420646437443793,0.7912499783560634,0.042105261876713485,0.5912499856203794
55500,0.02157294936478138,0.7837499771267176,0.04124936257721856,0.5862499810755253
55800,0.02511070297623519,0.7749999761581421,0.04553093982394785,0.5649999845772982
56100,0.02529515029164031,0.7474999781697989,0.040521706047002226,0.6062499824911356
56400,0.02287889682338573,0.796249981969595,0.04350927472114563,0.5862499810755253
56700,0.021723015466704965,0.8062499817460775,0.039370831567794085,0.631249981932342
57000,0.02214636350981891,0.7862499784678221,0.043516267847735435,0.5824999837204814
57300,0.023244293523021042,0.7762499805539846,0.04450384096708149,0.5874999845400453
57600,0.023481155527406372,0.7849999777972698,0.038957671145908535,0.617499983869493
57900,0.023590988566866145,0.7537499833852053,0.03902011184254661,0.6149999829940498
58200,0.024872613634215668,0.7537499805912375,0.042714267037808895,0.5899999868124723
58500,0.02564511715900153,0.7449999796226621,0.04048341972520575,0.606249981559813
58800,0.021612846438074484,0.8049999717622995,0.04136395815294236,0.6037499876692891
59100,0.023556040308903903,0.7799999760463834,0.04412643547402695,0.5962499864399433
59400,0.022701288064126857,0.7899999804794788,0.04175062611466274,0.6087499856948853
59700,0.021487941514351405,0.7912499811500311,0.040546643373090774,0.621249983087182
